name;address;website;phone;emails
La Casara Roncolato Soave;Corso Vittorio Emanuele, 42, 37038 Soave VR;http://lacasara.com;045 619 0367;
La Botteghetta salumeria e gastronomia di Faccioli Andrea;Via Camillo Benso Conte di Cavour, 9, 37063 Isola della scala VR;https://www.labotteghettasalumeriagastronomia.com;347 623 0693;labotteghettaids@gmail.com
Fastled;Via S. Giuseppe Lavoratore, 24, 37040 Arcole VR;http://www.fastled.it;045 209 4104;s.galletti@fastled.it info@fastled.it fastled.srl@pedc.it g.sparesotto@fastled.it
Gugole Dario;Via Cotto, 44, 37035 San Giovanni Ilarione VR;;045 655 0285;
Specialfrutta S.R.L.;Via Macia, 10, 37040 Macia VR;https://www.specialfruttasrl.it;045 763 6429;
Alimentari Cabianca pane salumi e formaggi;Corso C. Battisti, 153, 37058 Sanguinetto VR;;380 741 3339;
Macelleria Garzon;Via S. Marcello, 42, 37044 Cologna Veneta VR;;0442 47499;
La Prosciutteria Verona;Piazza Erbe, 31, 37121 Verona VR;https://www.laprosciutteria.com;045 494 3810;
Macelleria Equina Guadagnini;Via Goffredo Mameli, 21c, 37126 Verona VR;;045 834 4885;
Centro Carni dei Colli Storici;Via Santa Maria, 21, 25010 Pozzolengo BS;http://www.centrocarnicollistorici.it;030 918524;info@centrocarnicollistorici.it
Tezza Thomas Macelleria;Via Albere, 72, 37138 Verona VR;;045 567872;
Garonzi Carne Verona;Stradone Porta Palio, 7, 37122 Verona VR;;045 800 6088;
Salumi & Formaggi Panificio Da Paolo & Bela;Via Montemezzi, 9, 37068 Vigasio VR;https://www.facebook.com;;
Miotello Giuseppe;Via Fontega, 1, 36057 Arcugnano VI;;0444 531412;
Gastronomia Carmucci Paolo e Luigina;Via Torri, 56, 36057 Arcugnano VI;http://www.gastronomiacarmucci.it;0444 249003;
Bertagni 1882;Viale Sant' Agostino, 12, 36057 Arcugnano VI;http://www.bertagni1882.it;0444 289241;
Pedron Adriano Alimentari;Via Umberto I, 74, 36057 Arcugnano VI;;0444 550059;
Trattoria Ai Celibi;Via Spianzana, 3, 36057 Arcugnano VI;http://www.trattoriaaicelibi.it;0444 270308;
Supermercato F.lli Rosa A&O;Piazzetta Padre Tullio Maruzzo, 3, 36057 Torri di Arcugnano VI;https://www.aeo.it;0444 249065;
Fattoria Le Vegre - Azienda vitivinicola - Agriturismo con camere - Degustazione Vini Colli Berici;Via Vegre, 36, 36057 Arcugnano VI;http://www.fattorialevegre.it;338 534 9883;info@fattorialevegre.it
Delizie Srl;Via Righi, 77, 36057 Arcugnano VI;;0444 550070;
Spaccio Carni Fratelli Quartesan fu Gino s.n.c.;Via Nazionale, 72/A, 36040 Al Passo VI;;0444 580042;
Ristorante Acchiappagusto - Emozioni dei Sapori;Via S. Giustina, 9, 36057 Arcugnano VI;http://www.acchiappagusto.it;0444 323713;
Casarotto Giorgio;Via S. Maria, 16, 36057 Fimon VI;;0444 550052;
Macelleria Qualita' Cortesia Di Manfron Dario;Viale Anconetta, 174, 36100 Vicenza VI;;0444 511571;
Agriturismo Marani;Via Zambalda, 52, 36057 Arcugnano VI;http://www.agriturismomarani.com;0444 273659;
Ddsi Supermercato;Via E. Fermi, 3, 36057 Arcugnano VI;http://www.ddsisupermercati.it;0444 187 1405;
Salumeria Porro Snc Di Lain Raffaele & C.;5 Contra' Orefice Giacomo, 36100 Vicenza VI;;0444 545252;
Locanda Degli Ulivi;Via S. Giustina, 6, 36057 Arcugnano VI;https://www.locandadegliulivi.com;0444 550717;info@locandadegliulivi.com
Da Pierina;Via Lago di Fimon, 108, 36057 Arcugnano VI;http://www.agriturismovicenza.com;0444 273119;
I Macellai Vicenza;Viale Mercato Nuovo, 37, 36100 Vicenza VI;https://www.macellai-vicenza.it;0444 569908;info@macellai-vicenza.it
Macelleria De Zotti;Via Secula, 22, 36023 Longare VI;https://www.facebook.com;0444 953588;
Spaccio Latterie Vicentine - Vicenza;Borgo Scroffa, 32, 36100 Vicenza VI;https://spacci.latterievicentine.it;328 032 8956;
GB Refrigerazione;;http://www.gbref.it;348 600 3965;info@gbref.it
Agriturismo Colli Berici;Via S. Felice, 1, 36057 Arcugnano VI;http://www.agriturismocolliberici.it;0444 273225;
Macelleria Dal Lago Attilio;Viale Stazione, 10, 36075 Montecchio Maggiore-Alte Ceccato VI;;0444 699272;
Trattoria Alla Vecia Priara;Via S. Nicolò, 41, 36057 Arcugnano VI;http://www.allaveciapriara.it;0444 273017;info@allaveciapriara.it
Il casolino del pugliese;Corso Antonio Fogazzaro, 180, 36100 Vicenza VI;;347 481 1343;
Gastronomia Dal Ponte, in Vicenza dal 1945;Contrà San Silvestro, 31, 36100 Vicenza VI;http://www.gastronomiadalponte.com;0444 322042;
Panificio Flli Crescenzio;Via Volto, 6, 36023 Longare VI;;0444 555260;
Willfood Srls;Via Galileo Galilei, 1, 36057 Arcugnano VI;https://100grammi.com;;info@100grammi.com
Macelleria-gastronomia Baggio;Via G. Vaccari, 84, 36100 Vicenza VI;;0444 565672;
Ponzo Di Ponzio Morena E C. S.n.c.;Via Luigi Luzzatti, 29, 36100 Vicenza VI;;0444 562332;
Life 120 Lo Spaccio Vicenza;Viale Riviera Berica, 287, 36100 Vicenza VI;https://life120lospaccio.it;0444 179 2297;servizioclienti@life120lospaccio.it
Antica Trattoria Ai Colli Berici;Via Mazzanta, 19, 36057 Arcugnano VI;http://www.aicolliberici.com;0444 550061;info@aicolliberici.com
Quintoquarto - Macelleria & Cucina;Via Biron, 107, 36050 Monteviale VI;https://quintoquarto.info;333 773 8980;
Regnoli Cesare & Figlio (S.R.L ) - Sito produttivo;Via G. Mazzini, 62, 45012 Ariano RO;https://www.regnoli.it;0426 372118;samantha@regnoli.it c.zetti@regnoli.it claudio@regnoli.it info@regnoli.it
Biolcati Marzia;Via Canova, 16, 45012 Ariano RO;;0426 372134;
Supermercato;Via Giacomo Matteotti, 56, 45012 Ariano RO;;;
Grassi Beatrice;Via G. Mazzini, 34, 45012 Ariano RO;;0426 71089;
Grassi Marco srl;Via Eugenio Barsanti, 8, 45012 Ariano nel Polesine RO;http://www.grassimarcosrl.it;0426 370430;info@grassimarcosrl.it
Bergamini Gianmario;Via Crociarone, 6, 45012 Crociara RO;;0426 70074;
Siviero Gianluca;Via Romea, 324, 45012 Piano RO;;0426 78248;
Maxì;Via G. Mazzini, 34, 45012 Ariano RO;https://www.maxisupermercati.it;0426 312920;
Oratorio di San Bellino;45012 Ariano nel Polesine RO;;;
Agriturismo Ai Pavoni;Via Romea Commerciale, 23, 45012 Ariano nel Polesine RO;http://www.agriturismoaipavoni.it;0426 70041;
Trattoria San Basilio;Via S. Basilio, 3, 45012 Ariano nel Polesine RO;;0426 71709;
Agriturismo Casa Ramello;45012 Ariano nel Polesine RO;http://www.agriturismoramello.it;;
De.a.mar srl;Strada, Via Romea, 13, 45012 Rivà RO;http://www.deamarsrl.it;0426 79345;info@deamarsrl.it
Agriturismo Forzello;Via Brenta Ariano, 25, 45012 Ariano RO;https://www.agriturismoforzello.it;338 665 9575;info@agriturismoforzello.it
La Polesana Prosciutti;19/B Via San Michele Del Carso, Sarzano, RO 45100;;0425 490060;
Consorzio Isola Di Ariano Per I Servizi Sociali;Via Aldo Moro, 7, 45012 Ariano nel Polesine RO;http://www.ciass.it;0426 71960;protocollo.ciass@legalmail.it protocollo@ciass.it
Club house Petrarca;Via Guido Gozzano, 64, 35125 Padova PD;;348 814 2324;
Scuola Media Statale Francesco Petrarca;Via Concariola, 9, 35139 Padova PD;https://www.primoicpadova.edu.it;049 875 1027;
PETRARCA CALCIO A CINQUE S.R.L.;Via Evangelista Torricelli, 20, 35136 Padova PD;https://www.petrarcacalcioacinque.it;347 428 1312;
Try Campus;Via Guido Gozzano, 64, 35125 Padova PD;http://trycampus.com;049 880 2473;
Casa canonicale di Francesco Petrarca;Via Dietro Duomo, 28, 35139 Padova PD;;;
"Scuola Primaria ""Francesco Petrarca""";Via Sacro Cuore, 40, 35135 Padova PD;http://www.ics14padova.it;049 611441;
Scuola primaria Cesarotti-Arria;Via Isidoro Wiel, 10/26, 35137 Padova PD;https://www.primoicpadova.edu.it;049 739 8602;
Pizzeria Petrarca - (Nuova gestione);Via Francesco Petrarca, 19, 35137 Padova PD;;049 689 7397;
Impianti Petrarca Scherma S.S.D. A.R.L.;Via G. Comini, 4 (laterale, Via Guido Gozzano, 35125 Padova PD;https://www.petrarcascherma.it;049 261 5799;segreteria@petrarcascherma.it
"Scuola Secondaria di primo grado ""Giotto""";Via del Carmine, 1, 35137 Padova PD;https://www.primoicpadova.edu.it;049 875 9644;
Scuola Primaria De Amicis;Via Citolo da Perugia, 2, 35138 Padova PD;http://www.primoicpadova.edu.it;;
Casa del Petrarca;Via Valleselle, 4, 35032 Arquà Petrarca PD;http://padovacultura.padovanet.it;0429 718294;
Accademia Galileiana di Scienze, Lettere ed Arti;Via Accademia, 7, 35139 Padova PD;http://www.accademiagalileiana.it;049 655249;biblioteca@accademiagalileiana.it biblioteca@accademiagalileiana.it. segreteria@accademiagalileiana.it
Macelleria Zago;Via Don Giovanni Minzoni, 60, 45100 Rovigo RO;http://www.macelleriazago.it;0425 23197;info@macelleriazago.it
Polesine Carni s.a.s.;Via Antonio Meucci, 232, 45021 Badia Polesine RO;https://www.polesinecarni.com;0425 599968;polesinecarni@tim.it
Salumificio La Rocca;via Caneto, 29014 Castell'Arquato PC;http://www.salumificiolarocca.com;0523 805139;
La Boutique delle Carni e dei Salumi;Piazza Giuseppe Garibaldi, 40, 43016 Polesine Zibello PR;https://www.laboutiquedellecarniedeisalumi.it;0524 99676;
Associazione Strada del Culatello;Piazza Giuseppe Garibaldi, 34, 43016 Polesine Zibello PR;https://www.stradadelculatello.it;0524 939081;info@stradadelculatello.it
Salumi Antica Corte Pallavicina;Via Sbrisi, 3, 43016 Polesine Parmense PR;https://www.salumianticacortepallavicina.com;0524 96106;info@salumianticacortepallavicina.it
Salumificio Aurora srl;Via Giuseppe Verdi, 15, 43035 Felino PR;https://www.salumificioaurora.it;0521 831149;info@salumificioaurora.it
Salumificio Val Tiepido;Via Sant'Antonio, 64, 41043 Formigine MO;http://salumificiovaltiepido.it;059 553523;
La Bottega - Azzoni;SP Ovest, 56, 46020 Pegognaga MN;https://labottega-azzoni.it;0376 558785;info@labottega-azzoni.it
crai;Piazza G. Marconi, 4, 45030 Chiesa RO;https://www.crai-supermercati.it;0425 432028;
Salumificio Peveri Carlo di Peveri Remo e Peveri Federica Sas;Via Chiaravalle, 3193/1, SP54, 29010 Alseno PC;http://www.salumificiopevericarlo.com;0523 940156;info@salumificiopevericarlo.com
GRUPPO AZZONI - Pol Carni S.r.l.;Via Martin Luther King, 32, 46020 Pegognaga MN;http://www.azzonisalumi.it;0376 525251;
Salumi Simonini;Via dell'Artigianato, 1, 38061 Ala TN;https://salumisimonini.it;0464 670587;info@salumisimonini.it
Nuovo Salumificio San Martino;Via Magnanini, 4/6, 42018 San Martino In Rio RE;http://www.salumificiosanmartino.it;0522 698230;info@salumificiosanmartino.it
SALUMIFICIO PARISI - Produzione speck, carne salada e salumi tipici. Stabilimento e spaccio;Frazione Madice, 54, 38071 Bleggio superiore TN;http://www.salumificioparisi.it;0465 779951;info@salumificioparisi.it
Salumificio la Coppa;Via Emilia Ovest, 335, 29017 Fiorenzuola d'Arda PC;http://www.lacoppa.it;0523 983756;lacoppa@lacoppa.it
Pasticceria Borsari Badia Polesine;Via Cà Mignola Nuova, 1577/A, 45021 Badia Polesine RO;https://borsariverona.it;0425 596290;
Lusetti Salumi S.R.L.;via Nazionale Cisa n. 36/B-C, 46029 Suzzara MN;https://www.lusetti.it;0376 522166;
Salumificio F.lli Daturi;SP201, 26, 27044 Canneto Pavese PV;https://www.salumificiodaturi.it;0385 262415;
Industria Salumi Simonini s.p.a.;Via Modena, 176, 41014 Settecani MO;https://www.isas.it;059 702553;industriasalumisimonini@legalmail.it info@isas.it
Salumificio Sandri - salumi tipici toscani;Località Mezzavia, Strada Provinciale dei Tre Comuni, 56040 Montescudaio PI;http://www.salumificiosandri.it;0586 650242;info@salumificiosandri.it
Giovannini Italo di Giovannini Lorena & C. SNC;di, Via Milazzo, 109, 46028 Santa Croce MN;http://salumigiovannini.it;0386 915261;info@salumigiovannini.it
Salumificio San Carlo S.P.A.;Località, Via S. Pellegrino, 310, 29010 Ziano piacentino PC;http://www.lepancettesancarlo.it;0523 863865;
Salumificio Valdragone S.N.C.;Via Provinciale Sud, 27, 41046 Palagano MO;http://www.salumificiovaldragone.it;0536 961567;
Salumificio Pezzi;Via Guido Rossa, 17, 46019 Viadana MN;http://www.salumificiopezzi.it;0375 785862;
Gigi il Salumificio Srl;Via Aldo Moro, 3/b, 41051 Castelnuovo Rangone MO;http://gigisalumificio.it;059 535832;
Brivio Salumificio;Via Cavalieri di Vittorio Veneto, 2, 23870 Cernusco Lombardone LC;http://www.briviosalumi.it;039 990 9543;briviosalumi@briviosalumi.it briviosalumificiosrl@legalmail.it
Salumificio cocchi fratelli s.r.l.;Via Fratelli Canvelli, 16, 43015 Ca' Pastori-gandiolo PR;;0521 625239;
Valtidone;Viale Frascati, 27, 27040 Rovescala PV;http://www.valtidonesalumi.com;0385 756275;valtidonespa@legalmail.it info@valtidonesalumi.com
Salumificio Mec Palmieri Spa;Via Canaletto, 16/A, 41030 San Prospero MO;http://www.mecpalmieri.it;059 735 0000;info@mecpalmieri.com
Salumificio Ducale SRL;Via al Macello, 10, 43052 Colorno PR;http://www.salumificioducale.it;0521 815476;info@salumificioducale.it
Salumificio Galli Remo (S.R.L.);Via Milano, 187, 46019 Viadana MN;http://www.galliremo.it;0375 88249;
Salumificio Fiocchi Luigi di Fiocchi Giovanni Camillo e Alberto Snc;Via Roma, 133, 29027 Podenzano PC;http://www.salumificiofiocchi.com;0523 556171;
VILLA FERRI;Via Brenta, Via Veneto Rivà, 23 / d, 45012 Ariano nel Polesine RO;http://www.villaferri.eu;0426 79300;info@villaferri.eu
Salumificio Eredi Bartolazzi Renzo;Via Girolamo Varnelli, 62034 Muccia MC;https://www.salumificiobartolazzi.it;0737 646350;salumificiobartolazzi@ticertifica.it info@salumificiobartolazzi.com
Negri Srl;Via Napoli, 11, 41016 Novi di Modena MO;https://negrisalumi.it;0425 166 6183;info@negrisalumi.it
Salumificio Val D'Ongina snc;Via Po, 1, 29010 San Nazzaro PC;http://www.valdongina.com;0523 827556;
Salumificio Aliprandi S.p.A.;Via Mandolossa, 25, 25064 Gussago BS;https://www.aliprandi.com;030 252 0077;info@aliprandi.com
Emmedue Carni S.r.l.;Via Sorgaglia, 29, 35020 Arre PD;https://www.emmeduecarni.it;;emmeduecarni@libero.it
Agricola Grains S.P.A.;Via Sorgaglia, 11, 35020 Arre PD;https://www.agricolagrains.it;049 538 9711;
Pantano Carni Spa;Via Solchiello, 20, 35020 Arre PD;http://www.pantanocarni.it;049 531 0386;info@pantanocarni.it
Le Delizie Di Canella Gianfranco;Via Roma, 70, 35020 Arre PD;;049 538 9230;
La Fattoria Veneta;Via Arre, 66, 35026 Conselve PD;http://www.lafattoriaveneta.it;346 248 8420;info@lafattoriaveneta.it
Canato Angela;Via Roma, 32, 35020 Arre PD;;049 538 9045;
INDUPHARMA;Via Sorgaglia, 40, 35020 Arre PD;https://www.indiacare.it;;indiaindustriesrl@legalmail.it
Sturaro Annalisa;Via Cristo, 17, 35020 Arre PD;;049 538 9297;
CiaoBio - Prodotti Biologici;Via Sorgaglia, 11, 35020 Arre PD;https://www.agricolagrains.it;049 538 9718;
trattoria da rocco e gabriella;Via Roma, 51, 35020 Arre PD;;049 538 9001;
Casa Cason;Via Rebecca, 16, 35010 San Pietro in GU PD;http://casacason.it;049 945 5262;noi@casacason.it
Allevamento MASTER;Via Spessa, 42, 35010 Carmignano di Brenta PD;https://allevamentomaster.com;049 595 7898;info@allevamentomaster.com
Al Vecchio Forno;Via Roma, 73, 35020 Arre PD;;348 853 5016;
Verde Vita Shop;Via Fiesso, 14, 35020 Arre PD;https://www.facebook.com;049 538 9819;
Spaccio Carne;35010 Villafranca Padovana PD;;;
SQUASSONI Salumi;Strada Santa, 58, 46010 Montanara MN;http://squassonisalumi.it;0376 49102;
Salumificio Grandin di Grandin Aldo & C.snc;Via Antiche Mura, 41, 30016 Jesolo VE;https://www.salumificiograndin.it;0421 350922;info@salumificiograndin.it
Ebal S.r.l.;Via Leonardo da Vinci, 8, 35020 Pozzonovo PD;http://www.ebalsrl.com;0429 773150;
Centro Carni Rinaldo;35026 Conselve PD;;;
Carni Bonetto S.R.L.;Via Ronchi, 145, 35010 Loreggia PD;http://www.carnibonetto.it;049 579 4385;ordini@carnibonetto.it info@carnibonetto.it Ordini@carnibonetto.it Info@carnibonetto.it
Macelleria Travaglini;Via Levata, 29, 46044 Goito MN;http://www.macelleriatravaglini.com;0376 60003;amministrazione@macelleriatravaglini.com
Centro Carni Brianza Walter;Via S. Cesareo, 4, 35044 Montagnana PD;http://www.centrocarnibrianzawalter.it;0429 81584;centrocarnibrianza@hotmail.it
Il Paiolo Qualita In Cucina Di Laveder Claudio;Via Feltre, 104, 32100 Belluno BL;http://ilpaiolobelluno.it;0437 940472;ilpaiolobelluno@gmail.com
Macelleria Da Gazzi;Via Pedemontana, 20, 32030 Toschian BL;;0439 438161;
Macelleria Gaz Loris;Via Dolomiti, 99, 32036 Sedico BL;;0437 87185;
Zambon Carni Srl;Piazza F. Rossi, 9/11, 36011 Arsiero VI;;0445 740347;
Dal Lago Federico;Via dei Longhi, 6, 36011 Arsiero VI;;0445 712126;
Broccardo Erika;Viale G. Mazzini, 3, 36011 Arsiero VI;;0445 742182;
Toldo F.Lli Di Toldo Giuseppe E C. Snc;Via dei Longhi, 18, 36011 Arsiero VI;;0445 740852;
Corte Sperotto Sopressa Vicentina, Salumi Vicentini, Salame, Cotecchini e Salsicce;Via Roma, 45, 36010 Velo D'astico VI;https://www.facebook.com;339 606 7361;
Salumi San Donà;vi Via, Via Veneto, 11, 36015 Schio VI;;;
A&O;Via dei Longhi, 6, 36011 Arsiero VI;https://www.aeo.it;0445 740931;
Alimentari Pane Salumi Formaggi;36013 Piovene Rocchette VI;;;
Lallo & Lolli - Gastronomia, Salumi e Formaggi;Via Guglielmo Marconi, 2, 36078 Valdagno VI;;0445 402239;
Salumi E Formaggi Luna;Via Cavour, 2, 36076 Recoaro Terme VI;;;
Apolloni Giampietro Formaggi E Salumi;Via Balestri, 10, 36010 Carrè VI;;0445 891167;
SIMONINI - Macelleria, salumeria e prodotti tipici;Via della Roggia, 8, 38061 Ala TN;https://www.gruppodoro.com;0464 671264;gruppodoro@gmail.com
Macelleria Miglioranza Angelisa;Via S. Rosa, 78, 36010 Zanè VI;;0445 368463;
Cosaro;Via Vallugana, 60, 36034 Malo VI;http://www.cosarosrl.it;0445 580330;contatti@cosarosrl.it
Alberti Andrea Formaggi E Salumi;Via Roma, 38, 36046 Lusiana VI;;0424 406777;
Contrà Pria;SS350, 14, 36011 Arsiero VI;;;
Officine Dal Zotto;Via Grumolo, 10, 36011 Arsiero VI;http://www.officinedalzotto.com;0445 740641;amministrazione@officinedalzotto.it commerciale@officinedalzotto.it
Macelleria e Rosticceria Panozzo Massimo;Via Roma, 2, 36010 Roana VI;;0424 692200;
Forno D'Oro Industria;Via Vallugana, 60, 36034 Malo VI;http://www.fornodoro.com;0445 581149;info@fornodoro.com
Formaggi salumi;Via Brigata Liguria, 72, 36010 Cesuna VI;;;
Macellerie Dal Lago;Via San Lorenzo, 1, 36030 Caltrano VI;https://www.facebook.com;345 752 9311;
Formaggi Salumi;36010 Camporovere VI;;;
Brazzale S.p.A. Zanè;Via Monte Pasubio, 2, 36010 Zanè VI;http://www.brazzale.com;0445 313900;spaccio@brazzale.com info@brazzale.com
Voglia Di Pane Salumi-Formaggi;Via Roma, 102, 36070 Trissino VI;;;
Salumificio Trentino (S.R.L.);Località Mala, 12, 38069 Nago-Torbole TN;http://www.salumificiotrentino.com;0464 540111;info@salumificiotrentino.com
Rossi Autotrasporti Di Rossi Marcello & C. Snc;Via dei Roveri, 12, 36011 Arsiero VI;;0445 740175;
Marin S.r.l.;Via Panigaia di Treville, 31, 31033 Castelfranco Veneto TV;;0423 472739;
TRATTORIA ALLA FORTUNA;VIA SCATTOLARI, 2, 36011 Arsiero VI;https://it-it.facebook.com;0445 714199;
Cartotecnica Rossi Srl;Via Perale, 19, 36011 Arsiero VI;https://www.cartotecnicarossi.it;0445 731731;
Santo Stefano Spa;Via Luigi Galvani, 97, 36066 Sandrigo VI;http://www.santostefanospa.it;0444 656565;info@santostefanospa.it
Pane Salumi Bazaar;37028 San Rocco VR;;;
Rifugio Valbona, Trattoria al Curvone;SP92, 36011 Arsiero VI;;347 568 1396;
L’Arte di Mangiare;Via Roma, 43, 35020 Arzergrande PD;;;
Veggian Massimo;Via Roma, 45, 35020 Arzergrande PD;;049 972 0272;
Frigocold Srl;Via Umberto I°, 65/A, 35020 Arzergrande PD;http://www.frigocold.com;049 580 0259;info@frigocold.com
Macellerie Rinaldo;Borgo Padova, 67, 35028 Piove di Sacco PD;https://www.rinaldomacellerie.it;049 584 2435;macellerie.rinaldo@gmail.com
F.Lli Contin Srl Ingrosso Carni Fresche;Via C. Tolomeo, 5, 35028 Piove di Sacco PD;;049 580 0713;
De Zuani Comindo;Via Roma, 29, 35020 Arzergrande PD;;049 580 0114;
Dimensione Carne srl;Via Ungheria, 2, 35028 Piove di Sacco PD;http://www.dimensionecarne.it;049 970 8628;
Magazzini Livio S. R. L.;Via Guglielmo Marconi, 2, 35020 Arzergrande PD;http://www.magazzinilivio.com;049 580 0021;
Da Ivano;Via Enrico Caterino Davila, 60, 35028 Piove di Sacco PD;;;
Azienda agricola ferrato;Via Ugo Foscolo, 2, 35020 Rosara PD;;;
Azienda Agricola Magnasame;Via S. Polo Basso, 45, 35020 Sant'Angelo di Piove di Sacco PD;;347 837 9983;
Rossetto Federico;Via S. Pio X, 50, 35028 Piove di Sacco PD;;392 197 0070;
Pasqualotto Massimo;Unnamed Road, 35020, Sant'Angelo di piove di sacco PD;;049 970 2374;
Macelleria Turato;Via Volparo, 27, 35020 Polverara PD;;049 977 2331;
Putti Luigino;Via V. Emanuele III, 32, 35020 Codevigo PD;;049 581 7034;
Comunian Franco;11 Piazza Ernesto Rubin De Cervin, Candiana, PD 35020;;049 534 9777;
L'Angolo Del Gusto SNC di Ketty Chinellato;Via Repubblica, 2, 30010 Campagna Lupia VE;;320 912 5024;
Macelleria da Paolo;Via Roma, 7, 35020 Codevigo PD;https://www.macelleriadapaolorizzi.it;049 581 7169;
Magazzino Fiorin S.N.C. Di Fiorin Simona E Claudia;Via dell'Industria, 16, 35020 Arzergrande PD;http://www.magazzinofiorin.it;049 972 0543;
Trattoria Da Leone;Via Vigna, 100, 35020 Capitello D'arzaron PD;;049 580 0120;
Linea Verde Srl;Via Claudio Tolomeo, 8, 35028 Piove di Sacco PD;http://www.lineaverdesma.it;049 972 0042;info@lineaverdesma.it
Loris & Riccardo s.n.c.;Via Roma, 35, 35028 Piove di sacco PD;;049 584 0668;
Pizzeria Bar Ristorante Al Solito Posto sas;Via Umberto I°, 126, 35020 Arzergrande PD;https://pizzeriaalsolitoposto.com;049 972 0302;
Azienda Agricola Pengo;Via Ca' Erizzo, 12BIS, 35024 Bovolenta PD;http://www.aziendaagricolapengo.it;049 538 6335;
Luise Agostino;Via Breo, 86, 35028 Piove di Sacco PD;https://www.luisevini.it;049 970 2856;info@luisevini.com
Macelleria Equina Eliseo;Via Borgo Rossi, 56, 35028 Piove di Sacco PD;;049 970 2984;
azienda agricola frerrato;via Ugo Foscolo 35020, Rosara PD;;344 246 8555;
Macelleria Gobbo S.n.c. Di Gobbo Giampaolo E C.;Via Roma, 11, 30010 Cona VE;https://www.macelleriagobbo.it;0426 59474;
Macelleria Marigo Federico;Via Villa, 146/a, 30010 Campolongo maggiore VE;;049 580 9364;
Supermercato Pam Gastronomia Piovese;Via Michiel, 5, 35028 Piove di sacco PD;;049 584 1049;
La Bottega del buon gustaio di Pachita Bonato;Via Villa del Bosco, 50, 35029 Pontelongo PD;;393 248 0508;
Mezzalana Lina;Via Giuseppe Mazzini, 10, 35028 Piove di Sacco PD;;049 584 0822;
Punto vendita Tenuta Civrana;Via Stazione, 10, 30010 Pegolotte VE;http://www.tenutacivrana.it;333 666 2584;prenotazionicivrana@gmail.com
Bernardello Giuseppe;Via Michiel, 25, 35028 Piove di Sacco PD;;049 584 1350;
Zini 1915 Srl;Via Trieste, 1, 36071 Arzignano VI;https://www.zini1915.it;0444 671518;info@zini1915.it
Storica Macelleria Trolese di Alessandro Trolese;Via dei Mille, 36/A, 36071 Arzignano VI;https://www.storicamacelleriatrolese.it;0444 671186;
Trolese Claudio;Via Fiume, 112, 36071 Arzignano VI;;0444 670651;
Macelleria Volpiana Snc Di Volpiana Domenico E C.;Via Fiume, 6, 36071 Arzignano VI;;0444 450472;
Macelleria Del Corso;Corso Giuseppe Garibaldi, 52, 36071 Arzignano VI;;0444 670127;
Macelleria Xompero Frediano;Piazza G. Pellizzari, 1, 36071 Arzignano VI;;0444 670331;
Gastronomia e Rosticceria Mazzocco di Mazzocco Roberto;Corso Giuseppe Mazzini, 5, 36071 Arzignano VI;https://m.facebook.com;0444 670128;
La Gastronomia di Rossettini Paolo;Via Vicenza, 32, 36071 Arzignano VI;;0444 451861;
Pastificio Fracaro Srl;Via Friuli, 12, 36071 Arzignano VI;https://www.pastificiofracaro.com;0444 450765;fracaro@pastificiofracaro.com
CONAD;Via dell'Industria, 46, 36071 Arzignano VI;https://www.conad.it;0444 672060;
Valfiorita Formaggi S.N.C.;Via Maganza, 15, 36071 Tezze VI;;333 877 6921;
Cà del Vino S.N.C. di Bicego Renzo & C.;Via Novara, 16b, 36071 Arzignano VI;https://it-it.facebook.com;0444 450896;
Festa Sandro Alimentari;Via Cinto, 12, 36071 Arzignano VI;;0444 450657;
Santo Stefano S.p.a.;Via Camazzane, 7, 36066 Sandrigo VI;https://www.santostefanospa.it;;info@santostefanospa.it
Macelleria Castaman;Via Roma, 105, 36071 Tezze VI;;0444 482222;
Emporio Bertinato Giuseppe;Via Madonna della Pace, 2/bis, 36071 Arzignano VI;https://www.bertinato.net;0444 183 7157;
Macelleria Ghiotto;Via Zanella, 1/A, 36050 Montorso Vicentino VI;http://www.lemacelleriedelgusto.it;0444 685440;
Norcineria “Pan e Salado”;Via Panizzon dal Maso, 4 bis, 36030 Monte di malo VI;https://www.norcineriapanesalado.it;0445 605996;panesalado@gmail.com
discount dpiú;Via dell'Industria, n° 54, 36071 Arzignano VI;https://www.d-piu.com;0444 453299;
Supermercato Famila Arzignano - Baracca;Via Vicenza, 36071 Arzignano VI;https://promo.unicomm.it;0444 673901;
Taverna Dei Baldi;Corso Giuseppe Mazzini, 29, 36071 Arzignano VI;;0444 477278;
Sapori Dell'Etna;Via Arzignano, 1385, 36072 Chiampo VI;;;
Borgo 1988 S.r.l.;Via dell'Artigianato, 5, 36016 Thiene VI;http://www.borgo.it;0445 364441;info@borgo.it luca@borgo.it
Conceria Volpiana S.P.A.;Via della Concia, 74/84, 36071 Arzignano VI;http://www.conceriavolpiana.it;0444 675957;info@conceriavolpiana.it
Bertinato Fratelli;Via Cesare Verlato, 2, 36071 Tezze VI;;0444 482211;
15•16 Birroteca e Oltre;Piazza Guglielmo Marconi, 9, 36071 Arzignano VI;https://www.instagram.com;345 711 4500;
Azienda Agricola Sassomoro;Via Gassa, 12, 36070 Altissimo VI;http://www.sassomoro.it;348 904 1755;info@sassomoro.it.
Covis;Via Ca' d' Oro, 650, 36020 Asigliano Veneto VI;https://www.covis.it;0445 382488;covis@covisgroup.it sales.covis@covisgroup.it
