name;address;website;phone;emails;district 
Azienda Agricola Muncio;Via Colli, 1, 31010 Oné TV;;;;TV
Osteria Fara di Fonte;Via Ceccato Don Luigi, 38, 31010 Fonte TV;http://www.dalbellovini.it/;0423 946297;info@dalbellovini.it;TV
Supermercato Metà;Via Roma, 31, 31020 San Zenone degli Ezzelini TV;;0423 969684;;TV
Salumificio Zerbini Giovanni & Figli (S.N.C.);Via S. Martino, 46, 43040 Ramiola PR;http://www.salumificiozerbini.it/;0525 2110;salumificio@zerbiniefiglisnc.191.it;PR
Alibrandi Lavorazioni Carni Srl;Via dei Platani, 9, 00013 Tor Lupara RM;https://alibrandicarni.it/;06 905 9022;;RM
Rondanini Salumi Srl;Via Curiel, 35, 20020 Busto Garolfo MI;http://www.rondaninisalumi.com/;0331 569657;info@rondaninisalumi.com shop@rondaninisalumi.com;MI
Salumificio Furlotti & C. S.r.l;Via Ferdinando Santi, 1, 43014 Medesano PR;http://www.furlotti.com/;0525 420720;info@furlotti.com info@pec.furlotti.com;PR
Berti Alimentari;di riese pio x, Via Molino di Ferro, 3, 31039 Vallà TV;;;;TV
Osteria alla Veneta;Via Altivole, 45, 31031 Caerano di San Marco TV;http://www.osteriallaveneta.it/;346 492 3941;;TV
Salumificio Valmisa;Zona Z.I.P.A., Via A. Merloni, 60010 Casine AN;http://www.salumivalmisa.it/;071 688058;info@salumivalmisa.it;AN
Golfera in Lavezzola S.p.A.;Via dell'Industria, 6/8, 48017 Lavezzola RA;http://golfera.it/;0545 80615;ezavaglia@golfera.it ordini@golfera.it clienti@pec.golfera.it export@golfera.it gbandini@golfera.it szavaglia@golfera.it info@golfera.it avisani@golfera.it;RA
Salumificio Santa Rosa Societa' Cooperativa;Via Cerreto, 19/1, 43035 Felino PR;https://santa-rosa-soc-coop.business.site/;0521 337258;;PR
De Meneghi falegnameria;Via E. Mattei, 24, 31010 Industrie TV;;;;TV
Società agricola Le Prese;Casa, Via Codolà, 8, 31020 Soprapiana TV;;;;TV
Canello Andrea;Via Colmello del Col, 11, 31049 Guia TV;https://www.canello.com/;0423 900640;info@canello.com info@canello.comWeb;TV
Il Volo Di Pistorello Alessandro;Via Molinetto, 205, 31030 Semonzo TV;http://www.alimentariilvolo.it/;0423 561140;alimentariilvolo@gmail.com;TV
Slongo Sergio Alessio;4 Via Conte Mengotti, 32030 Fonzaso BL;;0439 5037;;BL
Bassani Walter;Via Fenadora, 17, 32030 Zona Industriale BL;;0439 56549;;BL
serbosco srl;32030 Zona Industriale BL;https://www.serbosco.it/;;serbosco@serbosco.it serboscosrl@legalmail.it info@serbosco.it;BL
Supermercato Kanguro Fonzaso;Via Fenadora, 29, 32036 Fonzaso BL;https://www.kangurosupermercati.it/;0439 56652;info@kangurosupermercati.it;BL
Agriturismo Malga Campon;32030 Fonzaso BL;;340 818 3732;;BL
Gorzagri Societa' Semplice Societa' Agrigola;Via Guglielmo Marconi, 31, 32030 Fonzaso BL;;0439 5083;;BL
Goland;Unnamed Road, 32030 Fonzaso BL;http://goland.it/;;renatocomacchio@goland.it gorzagri@goland.it fulviofruttero@goland.it mircobolzonello@goland.it agostinodemartini@goland.it giuseppetonin@goland.it fabiobertoni@goland.it vivianarivero@goland.it giannipaladin@goland.it massimopasqualotto@goland.it;BL
Agriturismo san Micel;Via Guglielmo Marconi, 32030 Fonzaso BL;https://agriturismosanmicel.it/;0439 568100;giuliana.decol60@gmail.com;BL
Supermercato Toigo Norma & C.;Piazza Italia, 10, 32030 Arten BL;;0439 5001;;BL
La Fenadora;Via Fenadora, 39, 32030 Fonzaso BL;http://www.lafenadora.it/;0439 56012;831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com react@16.14.0 dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com lafenadora@yahoo.it focus-within-polyfill@5.0.9 react-dom@16.14.0 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com core-js-bundle@3.2.1 lodash@4.17.21;BL
Alimentari Battistel;Piazza Guglielmo Marconi, 29, 32030 Arsiè BL;;0439 199 9939;;BL
Rech Rossella;Via Generale Giardino, 27, 32030 Seren del Grappa BL;;0439 44090;;BL
Da Ocio;Via Roma, 75, 32033 Lamon BL;http://www.crai-supermercati.it/punti-vendita/pdv.php?id=223;0439 9133;;BL
Decet Alvaro;Via Montegge, 111, 32030 Seren del Grappa BL;;0439 44060;;BL
Caseificio Primiero;Via Roma, 179, 38050 Mezzano TN;https://www.caseificioprimiero.com/;0439 765616;lightgallery@1.6.12;TN
HH CAPITAL SRL;Via Donatori di Sangue, 10, 32034 Pedavena BL;;0439 305151;;BL
Osteria con cucina al Centralino;Via Bezzet, 2, 32038 Quero BL;http://www.osteriaalcentralino.com/;0439 787433;info@osteriaalcentralino.com;BL
Famiglia Cooperativa Imer e Vanoi - Sede;Via Nazionale, 101, 38050 Imer TN;;0439 67093;;TN
LETERRE Soc.Agr Vini LETERRE- ASOLO PROSECCO E ROSSO MONTELLO;Via Rovigo, 20, 31040 Covolo TV;http://www.vinileterre.it/;0423 64375;info@vinileterre.it;TV
Panificio Gallina;Via Mons. Sebastiano Cuccarollo, 6, 36065 Mussolente VI;;0424 572073;;VI
Bolzan Carni;Via Giuseppe Mazzini, 2, 30020 Fossalta di Piave VE;;0421 67176;;VE
Macelleria Cadamuro Lorenzo;Via Italia '61, 8, 30020 Fossalta di Piave VE;;;;VE
Azienda Vinicola Villa Canthus;Via Passo Lampol, 17, 30020 Fossalta di Piave VE;https://www.villacanthus.it/;0421 679911;info@villacanthus.com;VE
Macelleria Favretto Alberto;Via Croce, 75, 30024 Croce, Musile di Piave VE;;0421 67432;;VE
Supermercati Opla' Srl;Via delle Industrie, 1, 30020 Fossalta di Piave VE;;0421 303107;;VE
De Stefani Wines;Via Luigi Cadorna, 92, 30020 Fossalta di Piave VE;http://www.de-stefani.it/;0421 67502;info@de-stefani.it;VE
Agricom S.R.L.;Via dell'Artigianato, 34, 30020 Fossalta di Piave VE;http://www.agricom.it/;0421 303489;agricom@gruppodaniel.it +39.0421.303489agricom@gruppodaniel.it;VE
Macelleria-Gastronomia Livio Barbisan San Donà di Piave;Centro Commerciale Aquilegia, Via Giorgio La Pira, 5, 30027 San Donà di Piave VE;;0421 65271;;VE
Macelleria Meolese Di Buosi N.;Via Armando Diaz, 61, 30020 Meolo VE;;0421 618683;;VE
Macelleria CARNE DIEM Noventa;Via Roma, 190, 30020 Noventa di Piave VE;;0421 659044;;VE
Cattel Alimenta;Via Calnova, 97/99, 30020 Noventa di Piave VE;http://www.alimenta.biz/;0421 571511;info@alimenta.biz;VE
Fattoria I Canarini;Via della Favorita, 5, 30020 Fossalta di Piave VE;http://www.fattoriaicanarini.it/;0421 67582;;VE
La Vecje Salumerie (S.N.C.);Via Strada Vecchia Per Rivignano 9/11, 33050 Rivignano Teor UD;http://www.lavecjesalumerie.com/;0432 773363;;UD
NaturAmica Carni;Via II delle Industrie, 9, 30020 Meolo VE;http://www.naturamicacarni.com/;0421 345186;info@franzincarni.it;VE
Striuli Tiziano;Via XIII Martiri, 155, 30027 San Donà di Piave VE;;0421 222241;;VE
Antica Osteria Babau;Via Roma, 63, 30020 Fossalta di Piave VE;https://www.facebook.com/anticaosteriababau/;347 934 1431;;VE
Azienda Agricola Fedrigo Manzato Di Manzato Silvano;Via Bonetto, 20, 31040 Salgareda TV;;0422 804910;;TV
Antica Birreria Caramel;Via Argine S. Marco, 24, 30020 Fossalta di Piave VE;http://www.birreriacaramel.it/;0421 67347;info@birreriacaramel.it info@birerriacaramel.it;VE
Tessère Società Agricola;Via Bassette, 51, 30020 Noventa di Piave VE;http://www.tesserewinery.it/;0421 320438;logo_tessere_sempl_vett_1_x60@2x.jpg;VE
La Torretta snc di Gorghetto Maria e Gianni;Piazza della Vittoria, 30, 30020 Fossalta di Piave VE;http://digilander.libero.it/la_torretta/;0421 303467;gorghetto_gianni@hotmail.it la_torretta@libero.it;VE
Società Agricola Bosaflor;Via Armando Diaz, 1, 30020 Fossalta di Piave VE;https://m.facebook.com/pages/Bosaflor-Di-Pasut-M-M/1166052763435003;;;VE
Carni Equine da Carlo;Corso Silvio Trentin, 147, 30027 San Donà di Piave VE;;0421 51738;;VE
Pizzeria Ristorante La Nuvola;Via Kennedy, 47, 30020 Fossalta di Piave VE;https://www.facebook.com/LaNuvolaRistorantePizzeria;0421 679970;;VE
Cattel;Via Ettore Maiorana, 11, 30020 Noventa di Piave VE;http://www.cattelcatering.it/;0421 355311;;VE
SuttoWine Noventa;Via Bosco, 18, 30020 Noventa di Piave VE;http://sutto.it/it/sutto-food/suttowine-noventa/;0421 658194;info@sutto.it;VE
Antica Trattoria Alla Fossetta;Via Fossetta, 31, 30024 Musile di Piave VE;https://www.fossetta.it/;0421 330296;;VE
B&B Bella Piave;Via della Speranza, 79, 30020 Fossalta di Piave VE;https://www.bellapiave.it/;338 415 6253;info@bellapiave.it;VE
Sorgon Lorenzo;Via Trento, 4, 30027 San Donà di Piave VE;;0421 52087;;VE
L'Oasi della Frutta Snc di Bettarello Martina & C.;Via Noventa, 80, 30027 San Donà di Piave VE;;0421 54901;;VE
Macelleria ai Dogi;Sestiere Castello 5/a, Campo Stringari, 30122 Venezia VE;;041 522 6571;;VE
Alle Ronche;Via Argine S. Marco, 65, 30020 Fossalta di Piave VE;;0421 67483;;VE
Salumificio Monterotondo;Str. di Monterotondo, 69, 15067 Novi ligure AL;https://www.salumificiomonterotondo.it/;0143 75913;;AL
Salumi Ferrari;Str. Canaletto Nord, 565/A, 41122 Modena MO;https://www.salumiferrari.it/?utm_source=gmb&utm_medium=organic&utm_campaign=click_link;059 310015;info@salumiferrari.it;MO
Gaetani Ermes;Cannaregio, 1814, 30121 Venezia VE;;041 717402;;VE
La Prosciutteria Venezia;Strada Nova, 30121 Venezia VE;https://www.laprosciutteria.com/;334 520 6371;;VE
Prosciutto e Parmigiano;Calle del Mondo Novo, 5793A, 30100 Venezia VE;http://www.prosciuttoeparmigiano.it/;338 312 0284;;VE
CIBO venezia;Calle dei Fabbri, 4666, 30124 Venezia VE;http://www.cibovenezia.it/;041 523 2682;cibovenezia@gmail.com;VE
Salvmeria;Via Giuseppe Garibaldi, 1769, 30122 Venezia VE;https://osteriasalvmeria.it/;041 523 3971;salvmeria@gmail.com;VE
Bacaro al Ravano;Rughetta del Ravano, 1047, 30125 Venezia VE;;;;VE
Zanin Valentino Macelleria;Via Tagliamento, 10, 33030 Camino al Tagliamento UD;;0432 919040;;UD
D'Osvaldo Prosciutti;Via Dante, 40, 34071 Cormons GO;http://www.dosvaldo.it/;0481 61644;info@dosvaldo.it;GO
Rosticceria Del Ben Ernesto;Via Umberto I, 61, 33085 Maniago PN;http://www.delben.it/;0427 71453;;PN
Morgante Srl;Via Aquileia, 76, 34076 Romans d'Isonzo GO;http://www.morgante.it/;0481 966511;name@domain.com ask@blackpirates.it info@morgante.it marinella.dallacolletta@gmail.com;GO
Salumificio Di Genga Srl;Frazione Meleto, 19/B, 60040 Genga AN;http://www.salumificiodigenga.it/;0732 973357;;AN
Sapori Della Valdichiana Srl;Via della Costituzione, 1, 52048 Monte San Savino AR;http://www.saporidellavaldichiana.com/;0575 810148;info@saporidellavaldichiana.com;AR
Salumeria Sfreddo - Trieste;Via Cesare Battisti, 1, 34125 Trieste TS;http://www.sfreddo.it/;040 764465;;TS
Lombardi 1957;Via Trasversale Marecchia, 1411, 47822 Santarcangelo di Romagna RN;http://www.lombardisalumi.com/;0541 750295;lombardi@lombardisalumi.it;RN
La Bottega di Cerù;Via Provinciale per, Via Lucca Camaiore, 29, 55064 Monsagrati LU;https://www.labottegadiceru.it/;0583 320054;salumificioceru@virgilio.it commerciale@salumificioceru.it;LU
Stabilimento di Lagrimone del Salumificio Ferrari Giovanni s.r.l. -- Prosciutto di Parma;Str. Massese, 272, 43028 Lagrimone PR;http://www.prosciuttiferrari.it/;0521 866982;info@prosciuttiferrari.it;PR
David Salumi S.R.L.;Via IV Novembre, 47, 05010 San Venanzo TR;http://www.davidisalumi.it/contatti.html;075 875161;davidisalumi@libero.it;TR
Brizio SRL;Regione S. Bartolomeo, 5, 12020 Venasca CN;http://www.briziosalumi.com/;0175 567274;;CN
David Salumi Norcineria;Via IV Novembre, 512, 05010 San Venanzo TR;http://www.davidisalumi.it/;075 875161;davidisalumi@libero.it;TR
Salumificio Subalpino S.p.a.;Via Alba Cortemilia, 92/A, 12055 Diano D'alba CN;https://www.subalpino.com/;0173 612124;ordini@subalpino.com qualita@subalpino.com info@subalpino.com;CN
Salsamentaria OLVINO MORGANTE;Via Alberto Boccardi, 4, 34124 Trieste TS;http://www.olvinomorgante.it/;040 265 0631;salsamentaria.trieste@spin.it;TS
Salumificio Puzielli S.R.L.;Via Campofiore, 3, 63851 Ortezzano FM;http://salumificiopuzielli.it/;0734 779117;info@salumificiopuzielli.it;FM
Renieri;Località Pian dei Peschi, 6, 53036 Poggibonsi SI;http://www.renieri.net/;0577 978098;ajax-loader@2x.gif info@renieri.net supporto@renieri.net commerciale@renieri.net;SI
Salumificio Viani;Località Cusona, 1, 53037 San Gimignano SI;http://www.salumificioviani.com/;0577 989212;info@salumificioviani.com export@salumificioviani.com;SI
Tomassoni Salumi D'Eccellenza;Via Don Luigi Sturzo, 4/A, 60035 Jesi AN;https://www.salumitomassoni.net/;0731 223464;;AN
Salumificio Ferrero;Via Vittorio Veneto, 5, 14023 Cocconato AT;http://www.salumificioferrero.it/;0141 907186;;AT
Salumificio Artigianale Gombitelli di Triglia M & T s.n.c.;Via dei Norcini, 4719, 55041 Camaiore LU;https://www.salumigombitelli.it/;0584 971966;shop@salumigombitelli.it;LU
Salumificio Rosotta - SOLO INGROSSO;Via IV Novembre, 233, 81038 Trentola-ducenta CE;https://www.salumificiorosotta.it/;327 377 6597;info@rosotta.it info@salumificiorosotta.it;CE
Malga fratte;WJFV+54, 36010 Foza VI;;366 956 0622;;VI
Hotel Ristorante Alpi - Foza;Via Roma, 14, 36010 Foza VI;https://hotelalpifoza.com/;0424 698092;831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com baf30a2b91654c5a840931f0137bed30@sentry.wixpress.com react@16.14.0 f1ffc0b5efe04e9eb9762cd808722520@sentry.wixpress.com 1eeb89147c984dc6bc3ffafd9e6cd089@sentry.wixpress.com dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com focus-within-polyfill@5.0.9 react-dom@16.14.0 0e6a29e4756740a8a63493e912ba2174@sentry.wixpress.com 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com core-js-bundle@3.2.1 info@hotelalpifoza.com lodash@4.17.21;VI
Da Lello;Via Lazzaretto, 38, 36010 Foza VI;;333 241 3544;;VI
Rifugio Malga Ronchetto;36010 Foza VI;https://www.rifugiomalgaronchetto.it/;0424 194 5393;rif.ronchetto@gmail.com;VI
Albergo Speranza;Via Roma, 2, 36010 Foza VI;http://www.albergosperanzafoza.it/;0424 698097;info@albergosperanzafoza.it;VI
Macelleria Prima Qualità Finco Domenico di Finco A. e C. s.n.c.;Piazza Italia, 14, 36032 Gallio VI;;351 660 4369;;VI
A.r.c.o. Alimentari da Flavio;Piazza della Pesa, 10, 36012 Asiago VI;;0424 462097;;VI
Attivita' Diverse Di Rossi Mario & C. (S.A.S.);Via Chiesa, 12, 36012 Chiesa di Sasso VI;;0424 690028;;VI
Alimentari Valente Andrea;Corso IV Novembre, 6, 36012 Asiago VI;;0424 463147;;VI
Rigoni di Asiago S.r.l.;Via G. Oberdan, 28, 36012 Asiago VI;http://www.rigonidiasiago.it/;800 851 451;fancybox@3.5.7;VI
Non solo Frutta;Via Roma, 2, 36020 Valstagna VI;;;;VI
Rosticceria Al Corso;Corso IV Novembre, 51, 36012 Asiago VI;;0424 460039;;VI
Malga Busa Fonda;36032 Gallio VI;;0445 621295;;VI
Supermercato EUROSPAR Asiago;Via Rendola, 38, 36012 Asiago VI;https://www.despar.it/it/?&utm_source=google&utm_medium=organic&utm_campaign=local-sitoweb-eurospar-asiago;0424 463849;diego.novo@studiovatore.com;VI
Hostaria Meeting;Via Dante Alighieri, 11, 36012 Asiago VI;;347 465 1645;;VI
Agriturismo Malga Spill;Località Stube, 87, 36032 Gallio VI;https://www.agriturismomalgaspill.it/;0424 658231;;VI
Dpiù Rea Supermercati;Via Giarre di Sicilia, 2, 36020 Cismon del Grappa VI;https://www.facebook.com/Dpi%C3%B9-Rea-Supermercati-Cismon-dG-356642821201372/?ref=page_internal;0424 432121;;VI
Panificio F.lli Marchesin;Via Merlo, 75, 36020 Merlo VI;https://www.facebook.com/panificio.fllimarchesin?fref=ts;0424 98591;;VI
Il buon Veneto;Via Oliero di Sotto, 42, 36029 Valbrenta VI;http://ilbuonveneto.it/;0424 193 1414;;VI
Panificio Al Vecchio Forno;Via Piave, 125, 36061 Bassano del Grappa VI;;0424 33669;;VI
La Via delle Malghe | Altopiano dei Sette Comuni;;https://www.laviadellemalghe.it/;0424 462502;;
Artigiani Manuela;Via Giacomo Matteotti, 556, 45030 Frassinelle Polesine RO;;;;RO
Farmacia Tomaini;Via Romana, 140, 45030 Frassinelle Polesine RO;;0425 933130;;RO
Agri Blù;Via Romana, 1948, 45030 Frassinelle Polesine RO;http://www.agriblusrl.it/;0425 933041;agriblusrlu@libero.it;RO
Bomboniere Gaia;Via Roma, 309, 45030 Frassinelle Polesine RO;http://www.bombonieregaia.com/;0425 433946;info@bombonieregaia.com;RO
Bindello Barbara;Via Romana, 1712, 45030 Canaro RO;;0425 933161;;RO
La Palazzina;Via Cesare Battisti, 457, 45030 Frassinelle Polesine RO;http://www.agriturismopalazzina.com/;389 975 2978;;RO
Seriz Di Secchiero Alberto & C Sas;33 VIA CAVOUR, Frassinelle Polesine, RO 45030;;0425 933027;;45030
Pizzeria La Golosa;Via Roma, 346, 45030 Frassinelle Polesine RO;https://www.iltuomenu.info/lagolosa/;0425 094344;;RO
Comune di Frassinelle Polesine;Piazza del Popolo, 56, 45030 Frassinelle Polesine RO;https://www.comune.frassinelle-polesine.ro.it/;0425 933013;;RO
Negri Giovanni;Via Armando Diaz, 2901, 45030 Frassinelle Polesine RO;;0425 933148;;RO
Chiesa Parrocchiale di Santa Maria Assunta;Via Giacomo Matteotti, 141, 45030 Frassinelle Polesine RO;;0425 933010;;RO
SI.DE.COM. Siderurgica Demolizioni Commercio Rovigo;Piazzale, Via Giuseppe di Vittorio, 114/2, 45030 Frassinelle Polesine RO;http://www.sidecom-rottami.it/;0425 432026;info@sidecom-rottami.it;RO
Si.De.Com. Srl;Via Vittorio Emanuele II, 114, 45031 Arqua' Polesine RO;https://www.sidecom-rottami.it/;0425 432026;info@sidecom-rottami.it;RO
Estetica Le Fate di Merlini Martina;Via Giacomo Matteotti, 150, 45030 Frassinelle Polesine RO;https://www.facebook.com/Estetica-LE-FATE-1525765844361068/;0425 933564;;RO
Villa Saraceni;Via Giuseppe Mazzini, 78, 45030 Chiesa RO;https://villasaracenirovigo.business.site/?utm_source=gmb&utm_medium=referral;391 735 0346;;RO
Autodemolizioni Manin;Via Ceresara, 1217, 35047 Solesino PD;http://maninautodemolizioni.com/;0429 709496;Info@maninautodemolizioni.com vuetify@2.x vue@2.x font@4.x maningrazianosas@alice.it info@maninautodemolizioni.com fontawesome-free@5.15.4;PD
MG Impianti Elettrici;Via Roma, 147/19, 45030 Frassinelle Polesine RO;;339 780 1582;;RO
Panificio Bacchin & C. S.A.S;Piazza G. Matteotti, 19, 45025 Fratta Polesine RO;https://www.facebook.com/Bacchin55/;0425 668435;;RO
Nogalba Societa' Consortile A.R.L.;Via Pietro Nenni, 250, 45025 Fratta Polesine RO;http://www.produzionenoci.it/;0425 658043;info@nogalba.it;RO
Agriturismo La Frattesina;Via Basse, 499, 45025 Fratta Polesine RO;http://www.lafrattesina.com/;340 828 3039;;RO
Scatolificio Sama Di Massaro Eleonora E Santato Zeffiro Antonio Snc;Via Giuseppe Saragat, 150B, 45025 Fratta Polesine RO;http://www.scatolificiosama.it/;0425 668111;commerciale@scatolificiosama.it info@scatolificiosama.it e.massaro@scatolificiosama.it d.santato@scatolificiosama.it samascat@legalmail.it;RO
Consorzio Maiscoltori Cerealicoltori Polesani s.c.a.;Via Vespara, 519, 45025 Fratta Polesine RO;http://www.cmcp.it/;0425 668135;info@cmcp.it;RO
Ristorante Palladio Osteria Dal 1900;Via Giovanni Tasso, 29, 45025 Fratta Polesine RO;http://www.albergoristorantepalladio.it/;0425 668026;info@albergoristorantepalladio.it;RO
B&B "Mulino Al Pizzon" Fratta Polesine - Ristorante su prenotazione;Via Pizzon, 915, 45025 Fratta Polesine RO;http://www.locandaalpizzon.com/;393 954 1500;info@locandaalpizzon.com;RO
PALI CAMPION;Via Alcide de Gasperi, 45, 45025 Fratta Polesine RO;http://www.palicampion.it/;0425 668686;andreabarion3@gmail.com;RO
Bed and Breakfast " da Zio Gianni ";Via Stazione, 581, 45025 Fratta Polesine RO;http://www.daziogianni.it/;348 223 6288;mansofra@libero.it;RO
De Biaggi Narciso e Figli;Via Giovanni Tasso, 27/1, 45025 Fratta Polesine RO;https://www.debiaggicommerciolegnami.it/;0425 668023;;RO
Villa Grimani Molin Avezzù Pignatelli;Via Zabarella, 1, 45025 Fratta Polesine RO;http://www.avezzu.it/;348 701 9962;info@villamolin.it villamolin@avezzu.it;RO
Ottica Roberta;Via Ruga, 4, 45025 Fratta Polesine RO;http://www.otticaroberta.it/;0425 668683;info@otticaroberta.it;RO
Fogagnolo Adriano Snc Di Fogagnolo Luca E Damiano;Via G. Monti, 241, 45025 Fratta Polesine RO;;0425 668309;;RO
Bolognese Claudia;Piazza G. Matteotti, 4, 45025 Fratta Polesine RO;;0425 659114;;RO
Museo Archeologico Nazionale di Fratta Polesine;Via Giovanni Tasso, 1, 45025 Fratta Polesine RO;https://www.polomusealeveneto.beniculturali.it/musei/museo-archeologico-nazionale-di-fratta-polesine;0425 668523;;RO
Casa Museo Giacomo Matteotti;Via Ruga, 3, 45025 Fratta Polesine RO;https://www.casamuseogiacomomatteotti.it/;366 324 0619;info@casamuseogiacomomatteotti.it direttore@casamuseogiacomomatteotti.it;RO
ULIARI di Mirko e Federico Uliari s.n.c.;Via Bragola, 310, 45025 Fratta Polesine RO;http://www.uliarilegnadaardere.it/;348 896 9507;;RO
Fratta Polesine;Via Stazione, 119, 45025 Fratta Polesine RO;;;;RO
Scuola Media "Palladio";Via Roma, 49, 45025 Fratta Polesine RO;;0425 659051;;RO
Econ-Test;Via Tabazzotto, 2, 45025 Fratta Polesine RO;http://www.econ-test.it/;0425 668487;;RO
Albergo Palladio;Via Giovanni Tasso, 29, 45025 Fratta Polesine RO;http://www.albergoristorantepalladio.it/;347 388 4002;info@albergoristorantepalladio.it;RO
Associazione Proloco di Fratta Polesine;;;340 910 3754;;
Red Devil;Via Argine Adigetto, 55, 45025 Fratta Polesine RO;https://www.facebook.com/reddevil.ristopub;0425 669183;;RO
Poste Italiane S.P.A.;Via M. Fortini, 2, 45025 Fratta Polesine RO;http://www.poste.it/;0425 668039;ico-logout@2x.png ico-cruscotto@2x.png logo-poste-italiane-blocco-giallo@2x.png ico-impostazioni@2x.png logo-posteid@2x.png;RO
Karingo House;Via Giovanni Tasso, 75, 45025 Fratta Polesine RO;http://motelkaribe.it/;;;RO
Salone Marzia Di Rizzati Marzia;Via Ruga, 8/10, 45025 Fratta Polesine RO;;347 713 4941;;RO
Villa Badoer;Via Giovanni Tasso, 3, 45025 Fratta Polesine RO;http://www.villevenete.net/tutte_le_ville/villa_badoer_detta_la_badoera/;366 324 0619;villevenete@pecveneto.it info@villabadoer.it pm-ven.museofratta@beniculturali.it segreteria@irvv.net servizio.cultura@provincia.rovigo.it;RO
Comando Stazione Carabinieri Fratta Polesine;Via Ruga, 26, 45025 Fratta Polesine RO;http://www.carabinieri.it/;0425 668029;;RO
Mariotti Maurizio;Via Antonio Gramsci, 199, 45025 Fratta Polesine RO;;0425 668766;;RO
Scuola Materna SR. G. Vecchiato;45025 Fratta Polesine RO;;;;RO
Chiesa dei Santi Apostoli Pietro e Paolo;Via S Giorgio, 26, 45025 Fratta Polesine RO;http://www.diocesiadriarovigo.it/wd-annuario-enti/parrocchia-dei-ss-pietro-e-paolo-apostoli-575/;0425 668018;leaflet@1.3.4 banner_cci@2x-300x180.jpg vicariogenerale@diocesiadriarovigo.it cancelleria@diocesiadriarovigo.it segreteria.vescovo@diocesiadriarovigo.it banner_cci@2x.jpg;RO
Arte nel legno;Via Antonio Gramsci, 199, 45025 Fratta Polesine RO;http://artenellegno.com/;0425 668766;;RO
La Dispensa di Alice;Piazzale Kennedy, 8/B, 45026 Lendinara RO;;348 045 8722;;RO
Salone Moira;Via Giovanni Paolo II, 13C, 45025 Fratta Polesine RO;;0425 668661;;RO
SERVIZI IMMOBILIARI di Seno Paola;Via Alcide de Gasperi, 385, 45025 Fratta Polesine RO;http://www.serviziimmobiliari.estate/;0425 073287;serviziimmobiliari.rovigo@gmail.com;RO
Agricansiglio;Viale dell'Industria, 37, 31010 Fregona TV;https://www.agricansiglio.it/;0438 585324;direzione@agricansiglio.it info@latteriasoligo.it;TV
Cantina Produttori Fregona s.c.a.;Via Castagnola, 50, 31010 Fregona TV;http://www.torchiato.com/;335 725 8133;info@torchiato.com;TV
Reghét - Azienda Agricola Biologica;Via Borgo Piazza, 46, 31010 Fregona TV;http://www.reghet.it/;347 666 5976;info@vitiovitec.it;TV
Piera Dolza;Via Castagnola, 31010 Fregona TV;https://www.torchiato.com/prodotto/piera-dolza-docg-colli-di-conegliano-torchiato-di-fregona/;340 270 6497;info@torchiato.com;TV
Osteria Cal dei Cavai;Via Borgo Piai, 48, 31010 Fregona TV;http://fb.com/caldeicavai;320 073 4142;;TV
Ristoro La Crosetta;Via Cansiglio, 6, 31010 Fregona TV;https://cortivopancotto.it/ristoro-la-crosetta/;0434 175 8270;info@cortivopancotto.it;TV
Osteria con Cucina Chies Milva;Via Borgo Ciser, 40, 31010 Ciser TV;;0438 585596;;TV
Agriturismo ValBarè;Via Case Fossa, 32, 31010 Fregona TV;https://www.valbare.it/;324 661 3260;831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com baf30a2b91654c5a840931f0137bed30@sentry.wixpress.com react@16.14.0 info@valbare.it dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com focus-within-polyfill@5.0.9 react-dom@16.14.0 0e6a29e4756740a8a63493e912ba2174@sentry.wixpress.com 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com core-js-bundle@3.2.1 lodash@4.17.21;TV
Ristorante Osteria La Valassa;Via Cansiglio, 165, 31010 Fregona TV;;327 090 5557;;TV
Agriturismo Le Crode;Via Monte Pizzoc, 31010 Fregona TV;http://www.facebook.com/lecrode;0438 189 2546;;TV
Garbelotto Formaggi S.r.l.;Via Sant'Antonio da Padova, 69, 31029 Vittorio Veneto TV;http://www.garbelottoformaggi.it/;0438 500449;info@garbelottoformaggi.it andrea@garbelottoformaggi.it;TV
Azienda Agricola Casa Vacanze Villa Salvador;Via Roncat, 14, 31010 Fregona TV;https://casavacanzevillasalvador.it/;339 153 5854;;TV
Latteria Sant'Andrea;Via Capitello, 66, 31050 Santandrà TV;http://www.lattsantandrea.com/;0422 870123;info@lattsantandrea.com;TV
Dpiù Discount;Via Vallata, 15, 31029 Vittorio Veneto TV;http://www.d-piu.com/;0438 553897;;TV
